"","ensembl_gene_id","ensembl_peptide_id","ensembl_gene_id_version","external_gene_name","external_gene_source","hgnc_id","hgnc_symbol","zfin_id_id","zfin_id_symbol","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmusculus_homolog_perc_id","mmusculus_homolog_perc_id_r1","mmusculus_homolog_orthology_confidence"
"31567","ENSAPEG00000022371","ENSAPEP00000031587","ENSAPEG00000022371.1","nudt18","ZFIN",NA,NA,"ZDB-GENE-050417-388","nudt18","ENSMUSG00000045211","Nudt18","ortholog_one2one",36.3636,38.3901,0
"31568","ENSAPEG00000022371","ENSAPEP00000031600","ENSAPEG00000022371.1","nudt18","ZFIN",NA,NA,"ZDB-GENE-050417-388","nudt18","ENSMUSG00000045211","Nudt18","ortholog_one2one",36.3636,38.3901,0
"31569","ENSAPEG00000022371","ENSAPEP00000031614","ENSAPEG00000022371.1","nudt18","ZFIN",NA,NA,"ZDB-GENE-050417-388","nudt18","ENSMUSG00000045211","Nudt18","ortholog_one2one",36.3636,38.3901,0
"31570","ENSAPEG00000022371","ENSAPEP00000031626","ENSAPEG00000022371.1","nudt18","ZFIN",NA,NA,"ZDB-GENE-050417-388","nudt18","ENSMUSG00000045211","Nudt18","ortholog_one2one",36.3636,38.3901,0
"31571","ENSAPEG00000022372","ENSAPEP00000031526","ENSAPEG00000022372.1","gabbr1a","ZFIN",NA,NA,"ZDB-GENE-030904-5","gabbr1a",NA,NA,NA,NA,NA,NA
"31572","ENSAPEG00000022372","ENSAPEP00000031579","ENSAPEG00000022372.1","gabbr1a","ZFIN",NA,NA,"ZDB-GENE-030904-5","gabbr1a",NA,NA,NA,NA,NA,NA
"31573","ENSAPEG00000022373","ENSAPEP00000031535","ENSAPEG00000022373.1","ENSAPEG00000022373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31574","ENSAPEG00000022374","ENSAPEP00000031517","ENSAPEG00000022374.1","ENSAPEG00000022374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31575","ENSAPEG00000022375","ENSAPEP00000031558","ENSAPEG00000022375.1","hoxd10a","ZFIN",NA,NA,"ZDB-GENE-990415-116","hoxd10a","ENSMUSG00000050368","Hoxd10","ortholog_one2one",67.0588,67.0588,1
"31576","ENSAPEG00000022376","ENSAPEP00000031519","ENSAPEG00000022376.1","ssbp1","ZFIN",NA,NA,"ZDB-GENE-050417-340","ssbp1","ENSMUSG00000029911","Ssbp1","ortholog_one2one",71.4286,69.0789,0
"31577","ENSAPEG00000022377","ENSAPEP00000031532","ENSAPEG00000022377.1","ENSAPEG00000022377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31578","ENSAPEG00000022378","ENSAPEP00000031564","ENSAPEG00000022378.1","tmco3","ZFIN",NA,NA,"ZDB-GENE-071030-1","tmco3","ENSMUSG00000038497","Tmco3","ortholog_one2one",73.1454,72.7139,1
"31579","ENSAPEG00000022378","ENSAPEP00000031574","ENSAPEG00000022378.1","tmco3","ZFIN",NA,NA,"ZDB-GENE-071030-1","tmco3","ENSMUSG00000038497","Tmco3","ortholog_one2one",73.1454,72.7139,1
"31580","ENSAPEG00000022379","ENSAPEP00000031521","ENSAPEG00000022379.1","st6galnac6","ZFIN",NA,NA,"ZDB-GENE-060322-7","st6galnac6","ENSMUSG00000026811","St6galnac6","ortholog_one2one",45.9283,42.0896,0
"31581","ENSAPEG00000022379","ENSAPEP00000031530","ENSAPEG00000022379.1","st6galnac6","ZFIN",NA,NA,"ZDB-GENE-060322-7","st6galnac6","ENSMUSG00000026811","St6galnac6","ortholog_one2one",45.9283,42.0896,0
"31582","ENSAPEG00000022380","ENSAPEP00000031553","ENSAPEG00000022380.1","ENSAPEG00000022380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31583","ENSAPEG00000022381","ENSAPEP00000031585","ENSAPEG00000022381.1","rbm19","ZFIN",NA,NA,"ZDB-GENE-031125-3","rbm19","ENSMUSG00000029594","Rbm19","ortholog_one2one",60.066,57.3529,0
"31584","ENSAPEG00000022382","ENSAPEP00000031528","ENSAPEG00000022382.1","ENSAPEG00000022382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31585","ENSAPEG00000022383","ENSAPEP00000031533","ENSAPEG00000022383.1","timm10b","ZFIN",NA,NA,"ZDB-GENE-050417-370","timm10b",NA,NA,NA,NA,NA,NA
"31586","ENSAPEG00000022384","ENSAPEP00000031541","ENSAPEG00000022384.1","pitx1","ZFIN",NA,NA,"ZDB-GENE-060421-3623","pitx1",NA,NA,NA,NA,NA,NA
"31587","ENSAPEG00000022385","ENSAPEP00000031540","ENSAPEG00000022385.1","esf1","ZFIN",NA,NA,"ZDB-GENE-030131-4917","esf1","ENSMUSG00000045624","Esf1","ortholog_one2one",55.6291,49.7041,0
"31588","ENSAPEG00000022386","ENSAPEP00000031555","ENSAPEG00000022386.1","ENSAPEG00000022386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31589","ENSAPEG00000022387","ENSAPEP00000031599","ENSAPEG00000022387.1","tlk1b","ZFIN",NA,NA,"ZDB-GENE-030131-4933","tlk1b",NA,NA,NA,NA,NA,NA
"31590","ENSAPEG00000022387","ENSAPEP00000031615","ENSAPEG00000022387.1","tlk1b","ZFIN",NA,NA,"ZDB-GENE-030131-4933","tlk1b",NA,NA,NA,NA,NA,NA
"31591","ENSAPEG00000022388","ENSAPEP00000031543","ENSAPEG00000022388.1","ILK","HGNC Symbol","HGNC:6040","ILK",NA,NA,NA,NA,NA,NA,NA,NA
"31592","ENSAPEG00000022389","ENSAPEP00000031551","ENSAPEG00000022389.1","ENSAPEG00000022389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31593","ENSAPEG00000022390","ENSAPEP00000031559","ENSAPEG00000022390.1","ENSAPEG00000022390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31594","ENSAPEG00000022391","ENSAPEP00000031548","ENSAPEG00000022391.1","spout1","ZFIN",NA,NA,"ZDB-GENE-040912-53","spout1","ENSMUSG00000039660","Spout1","ortholog_one2one",57.767,61.8182,0
"31595","ENSAPEG00000022391","ENSAPEP00000031563","ENSAPEG00000022391.1","spout1","ZFIN",NA,NA,"ZDB-GENE-040912-53","spout1","ENSMUSG00000039660","Spout1","ortholog_one2one",57.767,61.8182,0
"31596","ENSAPEG00000022392","ENSAPEP00000031550","ENSAPEG00000022392.1","ENSAPEG00000022392",NA,NA,NA,NA,NA,"ENSMUSG00000036395","Glb1l2","ortholog_many2many",55.5927,51.0736,0
"31597","ENSAPEG00000022393","ENSAPEP00000031580","ENSAPEG00000022393.1","creb3l2","ZFIN",NA,NA,"ZDB-GENE-070112-1542","creb3l2","ENSMUSG00000038648","Creb3l2","ortholog_one2one",47.6015,49.5202,0
"31598","ENSAPEG00000022394","ENSAPEP00000031561","ENSAPEG00000022394.1","ENSAPEG00000022394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31599","ENSAPEG00000022395","ENSAPEP00000031581","ENSAPEG00000022395.1","rab3il1","ZFIN",NA,NA,"ZDB-GENE-110921-5","rab3il1","ENSMUSG00000024663","Rab3il1","ortholog_one2one",50.9132,51.6204,1
"31600","ENSAPEG00000022395","ENSAPEP00000031590","ENSAPEG00000022395.1","rab3il1","ZFIN",NA,NA,"ZDB-GENE-110921-5","rab3il1","ENSMUSG00000024663","Rab3il1","ortholog_one2one",50.9132,51.6204,1
"31601","ENSAPEG00000022395","ENSAPEP00000031604","ENSAPEG00000022395.1","rab3il1","ZFIN",NA,NA,"ZDB-GENE-110921-5","rab3il1","ENSMUSG00000024663","Rab3il1","ortholog_one2one",50.9132,51.6204,1
"31602","ENSAPEG00000022396","ENSAPEP00000031577","ENSAPEG00000022396.1","acaa1","ZFIN",NA,NA,"ZDB-GENE-040704-48","acaa1","ENSMUSG00000010651","Acaa1b","ortholog_one2many",75.3968,67.217,0
"31603","ENSAPEG00000022397","ENSAPEP00000031583","ENSAPEG00000022397.1","nisch","ZFIN",NA,NA,"ZDB-GENE-050208-570","nisch","ENSMUSG00000021910","Nisch","ortholog_one2one",61.2963,20.7784,0
"31604","ENSAPEG00000022398","ENSAPEP00000031723","ENSAPEG00000022398.1","mcf2l2","ZFIN",NA,NA,"ZDB-GENE-100812-1","mcf2l2",NA,NA,NA,NA,NA,NA
"31605","ENSAPEG00000022398","ENSAPEP00000031810","ENSAPEG00000022398.1","mcf2l2","ZFIN",NA,NA,"ZDB-GENE-100812-1","mcf2l2",NA,NA,NA,NA,NA,NA
"31606","ENSAPEG00000022398","ENSAPEP00000031822","ENSAPEG00000022398.1","mcf2l2","ZFIN",NA,NA,"ZDB-GENE-100812-1","mcf2l2",NA,NA,NA,NA,NA,NA
"31607","ENSAPEG00000022399","ENSAPEP00000031593","ENSAPEG00000022399.1","ENSAPEG00000022399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31608","ENSAPEG00000022400","ENSAPEP00000031562","ENSAPEG00000022400.1","rx2","ZFIN",NA,NA,"ZDB-GENE-990415-237","rx2",NA,NA,NA,NA,NA,NA
"31609","ENSAPEG00000022401","ENSAPEP00000031566","ENSAPEG00000022401.1","cenpj","ZFIN",NA,NA,"ZDB-GENE-030131-6323","cenpj","ENSMUSG00000064128","Cenpj","ortholog_one2one",31.9856,32.9613,0
"31610","ENSAPEG00000022401","ENSAPEP00000031575","ENSAPEG00000022401.1","cenpj","ZFIN",NA,NA,"ZDB-GENE-030131-6323","cenpj","ENSMUSG00000064128","Cenpj","ortholog_one2one",31.9856,32.9613,0
"31611","ENSAPEG00000022402","ENSAPEP00000031570","ENSAPEG00000022402.1","ENSAPEG00000022402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31612","ENSAPEG00000022403","ENSAPEP00000031567","ENSAPEG00000022403.1","smpd1","ZFIN",NA,NA,"ZDB-GENE-110411-222","smpd1","ENSMUSG00000037049","Smpd1","ortholog_one2one",54.0134,51.5152,0
"31613","ENSAPEG00000022404","ENSAPEP00000031565","ENSAPEG00000022404.1","hoxd9a","ZFIN",NA,NA,"ZDB-GENE-990415-121","hoxd9a","ENSMUSG00000043342","Hoxd9","ortholog_one2one",54.4118,43.6578,1
"31614","ENSAPEG00000022405","ENSAPEP00000031572","ENSAPEG00000022405.1","sb:cb81","ZFIN",NA,NA,"ZDB-GENE-030131-9939","sb:cb81",NA,NA,NA,NA,NA,NA
"31615","ENSAPEG00000022406","ENSAPEP00000031568","ENSAPEG00000022406.1","emp1","ZFIN",NA,NA,"ZDB-GENE-070822-2","emp1","ENSMUSG00000030208","Emp1","ortholog_one2many",39.2405,38.75,0
"31616","ENSAPEG00000022406","ENSAPEP00000031597","ENSAPEG00000022406.1","emp1","ZFIN",NA,NA,"ZDB-GENE-070822-2","emp1","ENSMUSG00000030208","Emp1","ortholog_one2many",39.2405,38.75,0
"31617","ENSAPEG00000022407","ENSAPEP00000031578","ENSAPEG00000022407.1","dusp11","ZFIN",NA,NA,"ZDB-GENE-050417-226","dusp11",NA,NA,NA,NA,NA,NA
"31618","ENSAPEG00000022408","ENSAPEP00000031576","ENSAPEG00000022408.1","b3gat1a","ZFIN",NA,NA,"ZDB-GENE-050419-21","b3gat1a","ENSMUSG00000045994","B3gat1","ortholog_one2many",85.3731,82.4207,0
"31619","ENSAPEG00000022409","ENSAPEP00000031598","ENSAPEG00000022409.1","KLHL12","HGNC Symbol","HGNC:19360","KLHL12",NA,NA,"ENSMUSG00000026455","Klhl12","ortholog_one2one",85.9532,90.493,0
"31620","ENSAPEG00000022409","ENSAPEP00000031622","ENSAPEG00000022409.1","KLHL12","HGNC Symbol","HGNC:19360","KLHL12",NA,NA,"ENSMUSG00000026455","Klhl12","ortholog_one2one",85.9532,90.493,0
"31621","ENSAPEG00000022410","ENSAPEP00000031654","ENSAPEG00000022410.1","cacna1fb","ZFIN",NA,NA,"ZDB-GENE-031104-1","cacna1fb","ENSMUSG00000031142","Cacna1f","ortholog_one2one",72.9583,60.7863,0
"31622","ENSAPEG00000022411","ENSAPEP00000031586","ENSAPEG00000022411.1","ENSAPEG00000022411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31623","ENSAPEG00000022412","ENSAPEP00000031612","ENSAPEG00000022412.1","tpte","ZFIN",NA,NA,"ZDB-GENE-030131-5503","tpte","ENSMUSG00000031481","Tpte","ortholog_one2many",54.2373,38.5542,1
"31624","ENSAPEG00000022413","ENSAPEP00000031606","ENSAPEG00000022413.1","kyat1","ZFIN",NA,NA,"ZDB-GENE-040426-2676","kyat1","ENSMUSG00000039648","Kyat1","ortholog_one2one",55.5056,58.2547,0
"31625","ENSAPEG00000022414","ENSAPEP00000031594","ENSAPEG00000022414.1","btbd3a","ZFIN",NA,NA,"ZDB-GENE-090312-7","btbd3a",NA,NA,NA,NA,NA,NA
"31626","ENSAPEG00000022415","ENSAPEP00000031611","ENSAPEG00000022415.1","atp6v1b2","ZFIN",NA,NA,"ZDB-GENE-030711-4","atp6v1b2",NA,NA,NA,NA,NA,NA
"31627","ENSAPEG00000022416","ENSAPEP00000031591","ENSAPEG00000022416.1","ENSAPEG00000022416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31628","ENSAPEG00000022417","ENSAPEP00000031592","ENSAPEG00000022417.1","ENSAPEG00000022417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31629","ENSAPEG00000022418","ENSAPEP00000031596","ENSAPEG00000022418.1","ENSAPEG00000022418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31630","ENSAPEG00000022419","ENSAPEP00000031608","ENSAPEG00000022419.1","siae","ZFIN",NA,NA,"ZDB-GENE-040426-1032","siae","ENSMUSG00000001942","Siae","ortholog_one2one",51.0934,47.5046,0
"31631","ENSAPEG00000022420","ENSAPEP00000031603","ENSAPEG00000022420.1","si:dkey-83h2.3","ZFIN",NA,NA,"ZDB-GENE-131121-488","si:dkey-83h2.3","ENSMUSG00000079625","Tm4sf19","ortholog_one2one",23.2143,31.5534,0
"31632","ENSAPEG00000022421","ENSAPEP00000031617","ENSAPEG00000022421.1","slc2a11b","ZFIN",NA,NA,"ZDB-GENE-070705-96","slc2a11b",NA,NA,NA,NA,NA,NA
"31633","ENSAPEG00000022422","ENSAPEP00000031605","ENSAPEG00000022422.1","dcun1d2b","ZFIN",NA,NA,"ZDB-GENE-040625-171","dcun1d2b",NA,NA,NA,NA,NA,NA
"31634","ENSAPEG00000022423","ENSAPEP00000031644","ENSAPEG00000022423.1","ENSAPEG00000022423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31635","ENSAPEG00000022424","ENSAPEP00000031619","ENSAPEG00000022424.1","hgh1","ZFIN",NA,NA,"ZDB-GENE-040718-228","hgh1","ENSMUSG00000022554","Hgh1","ortholog_one2one",50.266,48.0916,0
"31636","ENSAPEG00000022425","ENSAPEP00000031601","ENSAPEG00000022425.1","ttf2","ZFIN",NA,NA,"ZDB-GENE-110411-73","ttf2",NA,NA,NA,NA,NA,NA
"31637","ENSAPEG00000022426","ENSAPEP00000031638","ENSAPEG00000022426.1","ago4","ZFIN",NA,NA,"ZDB-GENE-030131-5357","ago4","ENSMUSG00000042500","Ago4","ortholog_one2many",94.8052,84.7851,1
"31638","ENSAPEG00000022427","ENSAPEP00000031602","ENSAPEG00000022427.1","EVA1A","HGNC Symbol","HGNC:25816","EVA1A",NA,NA,"ENSMUSG00000035104","Eva1a","ortholog_one2many",66.0131,64.7436,0
"31639","ENSAPEG00000022428","ENSAPEP00000031609","ENSAPEG00000022428.1","sh3bp5la","ZFIN",NA,NA,"ZDB-GENE-040426-2187","sh3bp5la","ENSMUSG00000013646","Sh3bp5l","ortholog_one2many",55.2752,61.4796,0
"31640","ENSAPEG00000022428","ENSAPEP00000031623","ENSAPEG00000022428.1","sh3bp5la","ZFIN",NA,NA,"ZDB-GENE-040426-2187","sh3bp5la","ENSMUSG00000013646","Sh3bp5l","ortholog_one2many",55.2752,61.4796,0
"31641","ENSAPEG00000022429","ENSAPEP00000031642","ENSAPEG00000022429.1","strn","ZFIN",NA,NA,"ZDB-GENE-070112-1172","strn",NA,NA,NA,NA,NA,NA
"31642","ENSAPEG00000022430","ENSAPEP00000031620","ENSAPEG00000022430.1","lgi2a","ZFIN",NA,NA,"ZDB-GENE-060217-2","lgi2a","ENSMUSG00000039252","Lgi2","ortholog_one2many",66.6045,64.9091,0
"31643","ENSAPEG00000022431","ENSAPEP00000031670","ENSAPEG00000022431.1","ENSAPEG00000022431",NA,NA,NA,NA,NA,"ENSMUSG00000023066","Rttn","ortholog_one2many",50.2755,16.3971,0
"31644","ENSAPEG00000022432","ENSAPEP00000031616","ENSAPEG00000022432.1","ENSAPEG00000022432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31645","ENSAPEG00000022433","ENSAPEP00000031610","ENSAPEG00000022433.1","ppp1r14ab","ZFIN",NA,NA,"ZDB-GENE-040426-1783","ppp1r14ab","ENSMUSG00000037166","Ppp1r14a","ortholog_one2many",42.8571,37.5,0
"31646","ENSAPEG00000022434","ENSAPEP00000031640","ENSAPEG00000022434.1","zgc:101679","ZFIN",NA,NA,"ZDB-GENE-041010-181","zgc:101679","ENSMUSG00000078317","F8a","ortholog_one2one",58.631,51.706,0
"31647","ENSAPEG00000022435","ENSAPEP00000031657","ENSAPEG00000022435.1","ENSAPEG00000022435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31648","ENSAPEG00000022435","ENSAPEP00000031727","ENSAPEG00000022435.1","ENSAPEG00000022435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31649","ENSAPEG00000022435","ENSAPEP00000031758","ENSAPEG00000022435.1","ENSAPEG00000022435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31650","ENSAPEG00000022436","ENSAPEP00000031618","ENSAPEG00000022436.1","atxn1b","ZFIN",NA,NA,"ZDB-GENE-061218-2","atxn1b",NA,NA,NA,NA,NA,NA
"31651","ENSAPEG00000022437","ENSAPEP00000031632","ENSAPEG00000022437.1","epx","ZFIN",NA,NA,"ZDB-GENE-130425-2","epx","ENSMUSG00000009350","Mpo","ortholog_many2many",50.2525,27.7159,0
"31652","ENSAPEG00000022438","ENSAPEP00000031663","ENSAPEG00000022438.1","adprhl1","ZFIN",NA,NA,"ZDB-GENE-041010-126","adprhl1","ENSMUSG00000031448","Adprhl1","ortholog_one2one",70.6704,14.9087,0
"31653","ENSAPEG00000022439","ENSAPEP00000031624","ENSAPEG00000022439.1","si:ch211-216l23.2","ZFIN",NA,NA,"ZDB-GENE-030131-3806","si:ch211-216l23.2",NA,NA,NA,NA,NA,NA
"31654","ENSAPEG00000022439","ENSAPEP00000031631","ENSAPEG00000022439.1","si:ch211-216l23.2","ZFIN",NA,NA,"ZDB-GENE-030131-3806","si:ch211-216l23.2",NA,NA,NA,NA,NA,NA
"31655","ENSAPEG00000022440","ENSAPEP00000031621","ENSAPEG00000022440.1","si:ch211-287a12.9","ZFIN",NA,NA,"ZDB-GENE-130530-668","si:ch211-287a12.9",NA,NA,NA,NA,NA,NA
"31656","ENSAPEG00000022441","ENSAPEP00000031628","ENSAPEG00000022441.1","COX5B","HGNC Symbol","HGNC:2269","COX5B",NA,NA,NA,NA,NA,NA,NA,NA
"31657","ENSAPEG00000022442","ENSAPEP00000031625","ENSAPEG00000022442.1","surf6","ZFIN",NA,NA,"ZDB-GENE-040426-1333","surf6","ENSMUSG00000036160","Surf6","ortholog_one2one",43.2961,43.662,0
"31658","ENSAPEG00000022443","ENSAPEP00000031627","ENSAPEG00000022443.1","tbrg1","ZFIN",NA,NA,"ZDB-GENE-080220-62","tbrg1","ENSMUSG00000011114","Tbrg1","ortholog_one2one",39.2989,52.4631,0
"31659","ENSAPEG00000022444","ENSAPEP00000031647","ENSAPEG00000022444.1","ENSAPEG00000022444",NA,NA,NA,NA,NA,"ENSMUSG00000074227","Spint2","ortholog_one2one",29.1139,27.381,0
"31660","ENSAPEG00000022444","ENSAPEP00000031655","ENSAPEG00000022444.1","ENSAPEG00000022444",NA,NA,NA,NA,NA,"ENSMUSG00000074227","Spint2","ortholog_one2one",29.1139,27.381,0
"31661","ENSAPEG00000022445","ENSAPEP00000031629","ENSAPEG00000022445.1","ENSAPEG00000022445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31662","ENSAPEG00000022446","ENSAPEP00000031643","ENSAPEG00000022446.1","mrpl19","ZFIN",NA,NA,"ZDB-GENE-040801-55","mrpl19","ENSMUSG00000030045","Mrpl19","ortholog_one2one",60.3509,58.9041,0
"31663","ENSAPEG00000022446","ENSAPEP00000031649","ENSAPEG00000022446.1","mrpl19","ZFIN",NA,NA,"ZDB-GENE-040801-55","mrpl19","ENSMUSG00000030045","Mrpl19","ortholog_one2one",60.3509,58.9041,0
"31664","ENSAPEG00000022447","ENSAPEP00000031660","ENSAPEG00000022447.1","si:dkey-98f17.5","ZFIN",NA,NA,"ZDB-GENE-060526-354","si:dkey-98f17.5",NA,NA,NA,NA,NA,NA
"31665","ENSAPEG00000022447","ENSAPEP00000031679","ENSAPEG00000022447.1","si:dkey-98f17.5","ZFIN",NA,NA,"ZDB-GENE-060526-354","si:dkey-98f17.5",NA,NA,NA,NA,NA,NA
"31666","ENSAPEG00000022448","ENSAPEP00000031630","ENSAPEG00000022448.1","zgc:153675","ZFIN",NA,NA,"ZDB-GENE-061013-567","zgc:153675",NA,NA,NA,NA,NA,NA
"31667","ENSAPEG00000022449","ENSAPEP00000031635","ENSAPEG00000022449.1","ENSAPEG00000022449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31668","ENSAPEG00000022449","ENSAPEP00000031675","ENSAPEG00000022449.1","ENSAPEG00000022449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31669","ENSAPEG00000022450","ENSAPEP00000031637","ENSAPEG00000022450.1","mgat1a","ZFIN",NA,NA,"ZDB-GENE-040426-1515","mgat1a",NA,NA,NA,NA,NA,NA
"31670","ENSAPEG00000022450","ENSAPEP00000031641","ENSAPEG00000022450.1","mgat1a","ZFIN",NA,NA,"ZDB-GENE-040426-1515","mgat1a",NA,NA,NA,NA,NA,NA
"31671","ENSAPEG00000022451","ENSAPEP00000031636","ENSAPEG00000022451.1","ptpn1","ZFIN",NA,NA,"ZDB-GENE-980605-23","ptpn1","ENSMUSG00000027540","Ptpn1","ortholog_one2one",58.2569,58.7963,0
"31672","ENSAPEG00000022452","ENSAPEP00000031645","ENSAPEG00000022452.1","ENSAPEG00000022452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31673","ENSAPEG00000022453","ENSAPEP00000031633","ENSAPEG00000022453.1","thsd1","ZFIN",NA,NA,"ZDB-GENE-100105-3","thsd1","ENSMUSG00000031480","Thsd1","ortholog_one2one",27.963,17.7438,0
"31674","ENSAPEG00000022454","ENSAPEP00000031659","ENSAPEG00000022454.1","surf1","ZFIN",NA,NA,"ZDB-GENE-041108-2","surf1","ENSMUSG00000015790","Surf1","ortholog_one2one",58.4158,57.8431,0
"31675","ENSAPEG00000022454","ENSAPEP00000031669","ENSAPEG00000022454.1","surf1","ZFIN",NA,NA,"ZDB-GENE-041108-2","surf1","ENSMUSG00000015790","Surf1","ortholog_one2one",58.4158,57.8431,0
"31676","ENSAPEG00000022456","ENSAPEP00000031639","ENSAPEG00000022456.1","ENSAPEG00000022456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31677","ENSAPEG00000022457","ENSAPEP00000031648","ENSAPEG00000022457.1","hps5","ZFIN",NA,NA,"ZDB-GENE-070410-80","hps5","ENSMUSG00000014418","Hps5","ortholog_one2one",50.5357,50.2664,0
"31678","ENSAPEG00000022458","ENSAPEP00000031650","ENSAPEG00000022458.1","ENSAPEG00000022458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31679","ENSAPEG00000022459","ENSAPEP00000031651","ENSAPEG00000022459.1","PCBD2","HGNC Symbol","HGNC:24474","PCBD2",NA,NA,"ENSMUSG00000021496","Pcbd2","ortholog_one2one",58.3942,58.8235,1
"31680","ENSAPEG00000022460","ENSAPEP00000031662","ENSAPEG00000022460.1","ENSAPEG00000022460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31681","ENSAPEG00000022461","ENSAPEP00000031696","ENSAPEG00000022461.1","calr3b","ZFIN",NA,NA,"ZDB-GENE-030131-9907","calr3b",NA,NA,NA,NA,NA,NA
"31682","ENSAPEG00000022462","ENSAPEP00000031653","ENSAPEG00000022462.1","ENSAPEG00000022462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31683","ENSAPEG00000022463","ENSAPEP00000031656","ENSAPEG00000022463.1","ENSAPEG00000022463",NA,NA,NA,NA,NA,"ENSMUSG00000050578","Mmp13","ortholog_many2many",43.1174,45.1271,0
"31684","ENSAPEG00000022464","ENSAPEP00000031664","ENSAPEG00000022464.1","cebpb","ZFIN",NA,NA,"ZDB-GENE-020111-3","cebpb","ENSMUSG00000056501","Cebpb","ortholog_one2one",39.5189,38.8514,0
"31685","ENSAPEG00000022465","ENSAPEP00000031687","ENSAPEG00000022465.1","vps36","ZFIN",NA,NA,"ZDB-GENE-030131-7753","vps36","ENSMUSG00000031479","Vps36","ortholog_one2one",78.534,77.7202,1
"31686","ENSAPEG00000022465","ENSAPEP00000031698","ENSAPEG00000022465.1","vps36","ZFIN",NA,NA,"ZDB-GENE-030131-7753","vps36","ENSMUSG00000031479","Vps36","ortholog_one2one",78.534,77.7202,1
"31687","ENSAPEG00000022466","ENSAPEP00000031658","ENSAPEG00000022466.1","map1lc3c","ZFIN",NA,NA,"ZDB-GENE-040426-1080","map1lc3c",NA,NA,NA,NA,NA,NA
"31688","ENSAPEG00000022467","ENSAPEP00000031665","ENSAPEG00000022467.1","ENSAPEG00000022467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31689","ENSAPEG00000022468","ENSAPEP00000031691","ENSAPEG00000022468.1","rbbp5","ZFIN",NA,NA,"ZDB-GENE-040426-886","rbbp5","ENSMUSG00000026439","Rbbp5","ortholog_one2one",84.7943,88.1041,0
"31690","ENSAPEG00000022468","ENSAPEP00000031701","ENSAPEG00000022468.1","rbbp5","ZFIN",NA,NA,"ZDB-GENE-040426-886","rbbp5","ENSMUSG00000026439","Rbbp5","ortholog_one2one",84.7943,88.1041,0
"31691","ENSAPEG00000022469","ENSAPEP00000031666","ENSAPEG00000022469.1","ccdc149a","ZFIN",NA,NA,"ZDB-GENE-041010-113","ccdc149a","ENSMUSG00000045790","Ccdc149","ortholog_one2many",52.5217,57.6336,1
"31692","ENSAPEG00000022469","ENSAPEP00000031681","ENSAPEG00000022469.1","ccdc149a","ZFIN",NA,NA,"ZDB-GENE-041010-113","ccdc149a","ENSMUSG00000045790","Ccdc149","ortholog_one2many",52.5217,57.6336,1
"31693","ENSAPEG00000022470","ENSAPEP00000031818","ENSAPEG00000022470.1","itga8","ZFIN",NA,NA,"ZDB-GENE-080220-48","itga8","ENSMUSG00000026768","Itga8","ortholog_one2one",55.364,54.4256,0
"31694","ENSAPEG00000022470","ENSAPEP00000031843","ENSAPEG00000022470.1","itga8","ZFIN",NA,NA,"ZDB-GENE-080220-48","itga8","ENSMUSG00000026768","Itga8","ortholog_one2one",55.364,54.4256,0
"31695","ENSAPEG00000022470","ENSAPEP00000031859","ENSAPEG00000022470.1","itga8","ZFIN",NA,NA,"ZDB-GENE-080220-48","itga8","ENSMUSG00000026768","Itga8","ortholog_one2one",55.364,54.4256,0
